id,metadata
1118,"{'title': 'Do You Know English Grammar Better Than\xa0ChatGPT? Check out how you perform against ChatGPT,\xa0DeepL…'}"
1119,{'title': 'My Shameful Writer’s\xa0Secret And why it really doesn’t\xa0matter'}
1120,{'title': 'Discover A Writing Style That’s Yours And Only\xa0Yours Stop consuming and start\xa0living'}
1121,{'title': 'Four Lessons Learned From a Decade and a Half of Writing Fanfiction nan'}
1122,"{'title': 'If I Ever Create A Writing Course, This Is What I Will\xa0Do I’m as sick of false promises as you\xa0are'}"
1123,"{'title': 'Write Now With Alex Thornbury, Real-Life Alchemist and\xa0Potion nan'}"
1124,{'title': 'Unboxing Google Bard and\xa0GPT-4 A first look at two major AI\xa0releases'}
1125,{'title': 'What Are the Data-Centric AI Concepts behind GPT\xa0Models? Unpacking the data-centric AI techniques used…'}
1126,{'title': 'Measuring The Speed of New Pandas 2.0 Against Polars and Datatable\u200a—\u200aStill Not Good\xa0Enough nan'}
1127,{'title': 'SQL users: Halve the length of (some of) your queries with this one\xa0trick The QUALIFY clause is\xa0pure…'}
1128,{'title': 'Constructing a Decision Tree Classifier: A Comprehensive Guide to Building Decision Tree Models from\xa0Scratch nan'}
1129,{'title': 'Charts that Tell a Story: Turn a Data Visualization into Something More nan'}
1130,"{'title': 'Six Books that Have Shaped My Data\xa0Career Great reads on modeling, processes, and leadership'}"
1131,{'title': 'Using GPT-3.5-Turbo and GPT-4 to Apply Text-defined Data Quality Checks on Humanitarian Datasets nan'}
1132,{'title': 'A Recommendation System For Academic Research (And Other Data\xa0Types)! Implementing Natural Language…'}
1133,{'title': 'Distributed Hyperparameter Tuning in Vertex AI\xa0Pipeline A path to enable the distributed…'}
1134,{'title': 'Take Your Forecasting to the Next Level with Harmonic Regression Unveiling the fascinating…'}
1135,{'title': 'Time Series for Climate Change: Forecasting Wind\xa0Power How to use time series analysis and forecasting…'}
1136,{'title': 'Sliding Windows in\xa0Pandas Identify Patterns in Time-Series Data with Overlapping Window Techniques'}
1137,{'title': 'How To Use Argument Parsing for Greater Efficiency in Machine Learning Workflows A complete guide\xa0on…'}
1138,{'title': 'Diffusion Probabilistic Models and Text-to-Image Generation Photorealistic Generation of Anything\xa0You…'}
1139,{'title': 'Public Benchmarks for Medical Natural Language Processing A general introduction to a list\xa0of…'}
1140,{'title': 'Usability heuristics in game\xa0design Jakob Nielsen’s ten usability heuristics are broad principles…'}
1141,"{'title': 'Product visioning through storytelling <strong class=""markup--strong markup--h4-strong"">A Product Vision tells the story and paints the picture of\xa0an</strong>'}"
1142,{'title': 'Software accessibility for users with\xa0Dyslexia nan'}
1143,{'title': 'Starting out in UX? How a startup might offer you better opportunities 5 things UX professionals need…'}
1144,{'title': 'Agile Software Development Needs to Die (And Everyone Knows\xa0It) Agile thinking leads to “meta\xa0work”'}
1145,{'title': 'A Step-By-Step ChatGPT Guide to Build The Perfect Newsletter For Your\xa0Audience Own your audience\xa0and…'}
1146,{'title': 'Get Ready to be Wowed\u200a—\u200aChatGPT’s New Plugins Will Blow Your\xa0Mind Introducing ChatGPT’s unbeatable new…'}
1147,{'title': 'Stop Reading Mindfriggin’ Success Stories. They Silently Prevent You From Reaching Your\xa0Goals nan'}
1148,{'title': 'Lensa Paved the Way for a Graveyard of AI Art Apps\u200a—\u200aand They’re Already Too\xa0Late If Lensa prompted…'}
1149,"{'title': '<strong class=""markup--strong markup--h3-strong"">3 Career Lessons I’ve Learned at 39 That I Ignored as a Graduate at\xa025</strong> Life experience is underrated…'}"
1150,{'title': 'These 4 Concepts Changed My Whole Perspective On\xa0Writing If you want to be consistent with\xa0your…'}
1151,"{'title': 'Rhythm and Flow in\xa0Prose Using length, structure, and rule-bending to…'}"
1152,"{'title': 'Read This if You Ever Wrote a “X Things That Y”\xa0Piece Because the writing was stolen from you, and\xa0now…'}"
1153,{'title': 'Secrets To Hosting A Meaningful Writing Retreat Without Losing Your\xa0Mind After years of\xa0hosting…'}
1154,"{'title': 'Write Now With F.T.\xa0Lukens Today’s Write Now interview features F.T. Lukens, New York\xa0Times…'}"
1155,{'title': 'Stable Diffusion as an API: Make a Person-Removing Microservice Remove people from photos with\xa0a…'}
1156,"{'title': 'Back To Basics, Part Dos: Gradient\xa0Descent An accessible perspective on essential machine learning…'}"
1157,{'title': 'Mastering Containerization: A Guide to Creating Docker-Like Environments without\xa0Docker nan'}
1158,"{'title': 'Datasets to Train, Validate, and Evaluate Machine Translation Select, check, and\xa0split'}"
1159,{'title': 'How to Set Up a Simple ETL Pipeline with AWS Lambda for Data\xa0Science How to setup a simple\xa0ETL…'}
1160,{'title': 'Elliot Activation Function: What Is It and Is It Effective? What is the Elliot Activation Function\xa0and…'}
1161,{'title': 'Building Blocks of Causal Inference\u200a—\u200aA DAGgy Approach Using\xa0Lego An Introduction to Causal Inference…'}
1162,{'title': 'The users Netflix forgot\xa0about Netflix’s new password sharing policies seem to only consider a few\xa0use…'}
1163,{'title': 'How does our cultural background influence product\xa0design? nan'}
1164,{'title': 'UX people will soon have to collaborate with new professions A future outlook of how the stakeholder…'}
1165,{'title': 'The UX of value perception Practical examples of creating more value through the components of\xa0the…'}
1166,"{'title': '<strong class=""markup--strong markup--h3-strong"">An open conversation with George Stiny about calculating and\xa0design</strong> Why visual ambiguity is one of the greatest tools for\xa0design'}"
1167,"{'title': 'To Make Enough Money to Retire Early, Stop Doing These 7\xa0Things What Harvard research bizarrely shows…'}"
1168,{'title': 'How I Write 2 Articles Most Mornings Before Work (With Little\xa0Effort) The secret to producing a lot\xa0of…'}
1169,"{'title': 'ChatGPT Won’t Make you Rich, and You Need to Stop this Pointless Promotion The hard truth behind\xa0all…'}"
1170,{'title': '22 Mental Models to Help You Improve the Way You Think and\xa0Act Understand these concepts to\xa0become…'}
1171,{'title': '7 Ways to Fall Back in Love With\xa0Writing The process can be a love/hate relationship.'}
1172,{'title': 'Kindle Vella December Bonus Update: What I Learned From a Full Year of Writing for\xa0Vella nan'}
1173,{'title': 'How to Create an Irresistible Internal Conflict for your Protagonist 6 Questions to Ask\xa0Yourself'}
1174,{'title': 'These 5 Practices Will Help You Start Writing After Months of\xa0Quitting The exact steps I followed\xa0to…'}
1175,{'title': 'I’m Terrified to Start a Patreon Because it Will Force Me to\xa0Finish Would you like a renaissance…'}
1176,"{'title': ""5 Signs You've Become an Advanced Pythonista Without Even Realizing It Time to take\xa0credit""}"
1177,{'title': 'Intro to PyTorch 2: Convolutional Neural\xa0Networks nan'}
1178,"{'title': 'Learning from Machine Learning | Maarten Grootendorst: BERTopic, Data Science, Psychology nan'}"
1179,"{'title': 'How to use FILTER in DAX the correct\xa0way <em class=""markup--em markup--h4-em"">The FILTER() function in DAX can be challenging to tame.\xa0You</em>'}"
1180,{'title': 'AutoML\u200a—\u200aLet Machine Learning Give Your Model Selection a Jump-Start Leveraging AutoML to increase…'}
1181,{'title': 'D-Tale for Fast and Easy Exploratory Data Analysis of Well Log\xa0Data Speeding Up The Exploratory Data…'}
1182,{'title': 'Simulated Annealing With\xa0Restart A variation on the classic Simulated Annealing optimisation algorithm…'}
1183,{'title': 'Bad machine learning models can still be well-calibrated nan'}
1184,"{'title': 'Why all of Hollywood UI looks the\xa0same Is the future a blue, transparent hologram? Why is this\xa0our…'}"
1185,{'title': 'Say goodbye to “dummy text” and start using real\xa0content Why designers should ditch Lorem Ipsum\xa0and…'}
1186,{'title': 'Design system breakdown: select Part 3 of a deep dive series on specific design system components'}
1187,"{'title': 'AI is coming for UX, breaking up with clients, advanced Figma prototyping Weekly curated resources for…'}"
1188,{'title': 'The rebirth of\xa0Office Evolving the Office brand for a new world of collaboration'}
1189,{'title': 'Can Beginners Make Money on\xa0Fiverr? Is Fiverr good for beginners?'}
1190,{'title': 'Only One Group of Creators Should Be Afraid Of\xa0ChatGPT And what to do if you consider ChatGPT\xa0your…'}
1191,"{'title': ""I've Made 5 Mistakes While Growing My Site\u200a—\u200aHere They\xa0Are I've made them, but you don't have\xa0to.""}"
1192,"{'title': '9 Things I’ve Learned Since Working From Anywhere, Anytime The digital nomad life isn’t what\xa0I…'}"
1193,{'title': '6 Ways to Market Yourself as a Freelancer (Without the Hard\xa0Sell) Don’t like cold pitching? You\xa0can…'}
1194,{'title': 'How I Come Up with Tons of Writing Ideas(8 proven\xa0ways) I have a secret weapon that will help you come up with great\xa0ideas.'}
1195,{'title': 'Should Writers Be Afraid of Getting Attacked at a Public Appearance? There are consequences for having the courage to write about controversial topics'}
1196,{'title': '5+1 Seductive Tips & Habits to Supercharge Your\xa0Writing Produce something so inviting that\xa0readers…'}
1197,{'title': 'A Food Blogger Gave Me Throbbing Banana\xa0Pain Why food blogs are 90% mumbo-jumbo and only 10%\xa0recipes'}
1198,{'title': '30+ Days with Voice Typing: Can It Make Writing Faster and Healthier? I dived deep into dictation to…'}
1199,{'title': 'Here’s the Deal With Fitting Writing to Literary\xa0Genres Defying Categorizations'}
1200,"{'title': 'Causal Python\u200a—\u200aElon Musk’s Tweet, Our Googling Habits, and Bayesian Synthetic Control Applying synthetic control with a Bayesian twist to quantify the impact of a tweet (using CausalPy)'}"
1201,"{'title': '<strong class=""markup--strong markup--h3-strong"">2023 Predictions: What’s Next for AI Research?</strong> Excited by the past year, we looked forward to\xa02023…'}"
1202,{'title': 'Stereo Vision System for 3D\xa0Tracking Two eyes are all you\xa0need'}
1203,"{'title': 'The problem with not defining\xa0problems <strong class=""markup--strong markup--h4-strong"">How to develop better products using a scientific mindset</strong>'}"
1204,{'title': 'WCAG 2.2 Focus Not Obscured\u200a—\u200aanother candidate for the latest WCAG standards nan'}
1205,{'title': '7 Modern Writing Tools That Changed My\xa0Life The very best writing tools I’ve stumbled upon that\xa0you’ve…'}
1206,{'title': 'Elon Musk Is Open to Acquiring Substack\u200a—\u200aHere’s What Makes The Platform so\xa0Powerful nan'}
1207,{'title': 'The Only Business Strategy You Need To Follow To Make\xa0Millions And why it is not unfair that\xa0a…'}
1208,{'title': 'Smart Creators Don’t Try to Be Good at Everything\u200a—\u200aThey Only Master One\xa0Thing Ignore this principle…'}
1209,{'title': 'Why Writers Should Care About AI\xa0Art There’s a good chance that AI art will impact your\xa0work.'}
1210,{'title': 'Rules Related to Countable and Uncountable Nouns Including which…'}
1211,{'title': 'Writing the Most Important Part of Any\xa0Story How to Write the AHA\xa0Moment'}
1212,{'title': 'Frankenstein Inspired Generations of Successful Writers Being inspired by the classics can\xa0be…'}
1213,{'title': 'Try These 3 Great Ways to Reach Readers This\xa0Year Don’t let your\xa0words…'}
1214,"{'title': 'Forget about SQLite, Use DuckDB Instead\u200a—\u200aAnd Thank Me\xa0Later Introduction to DuckDB and its\xa0Python…'}"
1215,{'title': '5 Awesome Python Hidden Features\u200a—\u200aPart\xa01 nan'}
1216,{'title': 'Python and Beyond: Expand Your Data Science Programming Toolkit nan'}
1217,{'title': 'Structuring Your Machine Learning Project with MLOps in\xa0Mind MLOps in Action: Project Structuring'}
1218,{'title': 'Pandas & Python Tricks for Data Science & Data Analysis\u200a—\u200aPart\xa04 This is the fourth part of my\xa0Pandas…'}
1219,{'title': 'Practical Guide for Anomaly Detection in Time Series with\xa0Python A hands-on article on detecting…'}
1220,{'title': 'From Centralized to Federated Learning A summary of dataset distribution techniques for Federated…'}
1221,"{'title': 'Are Expert Systems\xa0Dead? A review of recent trends, use cases and technologies'}"
1222,{'title': 'Make your sklearn models up to 100 times\xa0faster How to considerable reduce training time changing\xa0only…'}
1223,{'title': 'How to Properly Deploy ML Models as Flask APIs on Amazon\xa0ECS Deploy XGBoost models on Amazon ECS\xa0to…'}
1224,{'title': 'Summarizing the latest Spotify releases with\xa0ChatGPT Empowering Music Discovery: Summarizing New…'}
1225,"{'title': 'A better symbolic regression method, by explicitly considering units Could help to blend\xa0machine…'}"
1226,{'title': '3 lessons from Bumble’s onboarding An early activation and monetisation masterclass'}
1227,{'title': 'The birth of the superhuman UX designer: how AI is changing the\xa0game The ultimate guide\xa0to…'}
1228,{'title': 'Stress-testing AI-imagined art\u200a—\u200aor “your mother is a\xa0tracer” I used machine learning to teach\xa0myself…'}
1229,{'title': 'Veterans can trust the US Department of Veterans Affairs again because of\xa0design nan'}
1230,{'title': 'Data visualization: formatting tips for transforming your dot\xa0plots From dot plot to dumbbell\xa0chart.'}
1231,"{'title': 'Design minimalism: aesthetic vs.\xa0function How excessively stripping back your product design will render most features useless and, ultimately, waste resources and\xa0space.'}"
1232,{'title': '2 ChatGPT (Free) Chrome Extensions so Useful They Almost Feel\xa0Illegal Save hours on writing\xa0emails…'}
1233,{'title': 'The Quiet Routine That Produces 6 Articles a Week Alongside My\xa09–5 What you need to know about writing content part-time'}
1234,"{'title': '<strong class=""markup--strong markup--h3-strong"">Why “Warm Intros” Are More Dangerous Than Entrepreneurs Realize</strong> Lots of people make intros, but\xa0do…'}"
1235,{'title': 'Stuck in Your 20s? It’s Time to Make a Change: Lessons for Making Yourself Better and Moving\xa0Forward nan'}
1236,{'title': 'The Biggest Mistake I Made as a Solopreneur Was Thinking I Needed Someone to Hold Me Accountable nan'}
1237,{'title': 'Why Building an Email List Is the Best First Side\xa0Hustle Many want to build grand things but\xa0let’s…'}
1238,{'title': 'What Writers Need to Know To Be Better Than\xa0AI I spent weeks exploring ChatGPT with my creative…'}
1239,{'title': 'Repurposing Content Is for Lazy Writers Who End up Frustrated There’s a better approach that can\xa0get…'}
1240,{'title': '3 Highly Effective Ways to Generate Endless Article\xa0Ideas Leverage the knowledge in your own head\xa0and…'}
1241,"{'title': '<strong class=""markup--strong markup--h3-strong"">What is an Author\xa0Brand?</strong> <em class=""markup--em markup--h4-em"">…and how important is\xa0it?</em>'}"
1242,"{'title': 'Python Tuple, the Whole Truth, and Only the Truth: Hello,\xa0Tuple! nan'}"
1243,{'title': '3 Immutable Rules for Successful Data\xa0Sharing Unlocking the Power of Data Collaboration'}
1244,"{'title': 'Analyzing the UX of Elden\xa0Ring A look at the UX/UI of the game of the year 2022, Elden\xa0Ring'}"
1245,"{'title': 'Skillshare embraces badges: how gamification promotes\xa0learning Achievements are proven motivators, but…'}"
1246,{'title': 'Anatomy of a dazzling business email: 15 tips from creative and UX\xa0writing Learn to use\xa0drama…'}
1247,{'title': 'The OKR madness: 16 mistakes to\xa0avoid The main antipatterns of using OKRs and how to avoid\xa0them.'}
1248,{'title': 'She Thought Her 2.8 Million Followers Would Make Her Rich Until She Couldn’t Sell 36\xa0T-Shirts nan'}
1249,{'title': '7 Genius Ways to Make Money on YouTube Without Making\xa0Videos YouTube could be your golden\xa0ticket'}
1250,"{'title': '<strong class=""markup--strong markup--h3-strong"">3 Things I Discovered While Digital Nomading in Bali for 2\xa0Days</strong> Sometimes, all we need is a change\xa0of…'}"
1251,"{'title': 'ChatGPT vs. Human Writers: The Abilities AI Can’t Replicate I asked chatGPT, and here’s what it\xa0said'}"
1252,{'title': 'Flick This Mental Switch & You’ll Have “F*ck Yeah!”\xa0Energy Here are 5 easy ways to flick\xa0it'}
1253,{'title': 'Refurbish Your Writer’s Toolkit with this Indie Short\xa0Story “MyGraine” by Lindz McLeod in'}
1254,"{'title': 'The Best Ways to Grow in a Community of\xa0Writers In a community of like minds, you must know how\xa0to…'}"
1255,{'title': 'Ten Months to Publication: Going on Pre-order and What You Need To\xa0Do nan'}
1256,{'title': 'How to Find the Best Theoretical Distribution for Your\xa0Data Knowing the underlying data distribution…'}
1257,{'title': 'Are You Still Using the Elbow\xa0Method? The Elbow method is the most popular way to find the number of clusters for k-means. But there are much better alternatives'}
1258,"{'title': 'Understanding Causal\xa0Trees <em class=""markup--em markup--h4-em"">How to use regression trees to estimate</em>'}"
1259,"{'title': 'Dear Data Scientist, Be Organized! A quick guide to improve your organizational skills\xa0and…'}"
1260,"{'title': 'Back To Basics, Part Uno: Linear Regression and Cost\xa0Function An illustrated guide on essential…'}"
1261,{'title': 'Two First Serves: Analyzing ATP Service Data from 2000–2020 Which players on the tour should get\xa0rid…'}
1262,{'title': 'Fine-Tuning Sentence Transformers with MNR\xa0Loss nan'}
1263,{'title': 'These 7 Programming Habits Are Making You a Less Productive Data Scientist Fixing these habits\xa0can…'}
1264,{'title': 'How Prejudice Creeps into AI\xa0Systems Where do AI biases actually originate from?'}
1265,{'title': 'Uncovering the Pioneering Journey of Word2Vec and the State of AI science\u200a—\u200aan in-depth interview nan'}
1266,{'title': 'Building a LAS File Data Explorer App with Streamlit Exploring Log ASCII Standard files using\xa0Python…'}
1267,"{'title': '<strong class=""markup--strong markup--h3-strong"">How to survive the data explosion when adopting a modern data\xa0stack</strong> Sifting through the data\xa0from…'}"
1268,{'title': 'Four Steps to Remove Analytics Waste Accelerate Decision Making by Removing Analytics Waste'}
1269,{'title': 'The strategy house: how to define a design team’s\xa0mission nan'}
1270,{'title': '10 Chrome Extensions to 10x Your Productivity Google Chrome extensions for people who want to\xa0get…'}
1271,{'title': 'The 6 Undeniable Truths Of Writing on the\xa0Internet The way to play long enough to be\xa0heard'}
1272,"{'title': 'Did You Know You Have To Be Successful *Before* You Get\xa0Support? And yes, that doesn’t seem right\xa0to…'}"
1273,"{'title': '3 Crucial Questions You Can’t Afford to Not Ask Yourself as a\xa0Startup From time to time, sit back\xa0and…'}"
1274,"{'title': ""How Your Willingness to Fail Determines Your Success in the Freelancing World What I've learned\xa0after…""}"
1275,{'title': 'The Danger of Pretend Work: How to Identify and Stop Wasting\xa0Time Kill your distractors. It’s\xa0extreme…'}
1276,{'title': 'Sharpen Your Fiction by Learning from AI’s Biggest\xa0Mistakes You have something AI doesn’t:\xa0you'}
1277,{'title': 'Help! My Protagonist Is Just Like\xa0Me! The self can be an excellent muse in moderation'}
1278,{'title': 'How to Fall in Love with Editing and Stop Sabotaging Your Writing\xa0Success Polishing your draft\xa0doesn’t…'}
1279,{'title': 'Promote Your Book (or Project) for Free in Your Local Paper or\xa0Blog DIY marketing for independent…'}
1280,{'title': 'How I Built a Lo-fi Music Web Player with AI-Generated Tracks Made with Tone.js and LSTM\xa0Model'}
1281,"{'title': '<strong class=""markup--strong markup--h3-strong"">The Best Resources to Learn Reinforcement Learning</strong> Explore some of the best (mostly free) tutorials, courses, books, and more on this ever-evolving field'}"
1282,{'title': 'Essential Readings in Machine\xa0Learning Our weekly selection of must-read Editors’ Picks and original…'}
1283,{'title': 'Multivariate Analysis\u200a—\u200aGoing Beyond One Variable At A\xa0Time Multivariate analysis and visualization in…'}
1284,{'title': 'Create a Local dbt\xa0Project How to create a local dbt project with dummy data for testing purposes\xa0with…'}
1285,{'title': '5 Mistakes Every Data Scientist Should\xa0Avoid Elevate Your Data Science Game by Avoiding These\xa0Pitfalls'}
1286,"{'title': '<strong class=""markup--strong markup--h3-strong"">Introduction to Forecasting Ensembles</strong> <strong class=""markup--strong markup--h4-strong"">A cheap trick to boost forecasting performance</strong>'}"
1287,{'title': 'Overcoming Some of the Worst Parts of Being a Data Scientist nan'}
1288,{'title': 'Constraint Programming Explained The core of a constraint programming solver and the relationship with…'}
1289,"{'title': 'How to Perform Image Segmentation with Thresholding Using\xa0OpenCV Simple, Otsu, and Adaptive…'}"
1290,{'title': 'A Quick Guide to Beautiful Scatter Plots in\xa0Python Visualizing worldwide Life Expectancy vs GPD\xa0per…'}
1291,"{'title': '50,000 More Retail Store Closures on the Horizon: Embracing a Data-Driven Approach nan'}"
1292,{'title': 'Driving Operational Successes through Careful Metric\xa0Design The art of translating a strategy\xa0into…'}
1293,{'title': 'Training Sentence Transformers with Softmax\xa0Loss nan'}
1294,{'title': 'Single Python package to cover 99% of your Path\xa0needs Pathlib: the library you have always dreamed\xa0of'}
1295,{'title': 'Simple ways to create synthetic dataset in\xa0Python nan'}
1296,{'title': 'Creating Custom Loss Functions in TensorFlow: Understanding the Theory and Practicalities nan'}
1297,{'title': 'Why WGANs beat GANs: A journey from KL divergence to Wasserstein loss Wasserstein distance helps\xa0WGANs…'}
1298,{'title': 'Character Encoding in NLP: The Role of ASCII and\xa0Unicode A closer look at the technicalities and…'}
1299,{'title': 'How to Price an AI Project in\xa02023 What’s new and what stayed the same 6 years after my 2017\xa0article…'}
1300,{'title': 'Cᵥ Topic Coherence Explained Understanding the metric that correlates the highest with\xa0humans'}
1301,{'title': 'Python ord() and chr() Functions Explained In this article we will explore how to use the Python'}
1302,{'title': 'How to break your design system without creating\xa0chaos The art of deliberately disobeying design system conventions'}
1303,{'title': 'Artistry vs the Algorithm nan'}
1304,"{'title': '<strong class=""markup--strong markup--h3-strong"">I Was Scammed on Amazon, and it Was a Masterclass in Understanding Consumer Buying\xa0Habits</strong> nan'}"
1305,{'title': 'Successful “Young Entrepreneurs” are Mostly a Big\xa0Scam The reality behind the myth of the\xa0wealthy…'}
1306,"{'title': 'Write 280 Characters and Make $10,000/Month in 39 Weeks (Step-by\xa0Step) Switch from any profession and…'}"
1307,{'title': 'How To Use The Momentum Of A Legacy Category To Your Advantage nan'}
1308,"{'title': '<strong class=""markup--strong markup--h3-strong"">Lastpass Got Hacked. Here’s A Cool (&amp; Free) Alternative Password Manager You Can\xa0Use.</strong> nan'}"
1309,{'title': 'How Average “Nothing is Special About Me” People Become Successful Online\xa0Creators nan'}
1310,{'title': '10 Crucial Missteps to Avoid When Growing Your Business\xa0Online Learn from the mistakes of\xa0others'}
1311,{'title': 'The Thing More Valuable Than An Advanced Degree For A Writer Or Freelancer What you can do to\xa0land…'}
1312,{'title': 'How to Stop ‘Plancrastinating’ and Actually Start\xa0Writing Busy work isn’t\xa0writing'}
1313,{'title': 'Don’t Worry if Your Literary Fiction Doesn’t Always Sound ‘Literary’ Snootiness will get\xa0you…'}
1314,{'title': 'A New Way to Predict Probability Distributions Exploring multi-quantile regression with\xa0Catboost'}
1315,{'title': 'How to Transform Time Series for Deep\xa0Learning Forecasting with deep neural\xa0networks'}
1316,{'title': 'A Day in the Life of a Senior Data Scientist Including a rundown of a\xa0common…'}
1317,{'title': 'Introduction to ICA: Independent Component Analysis nan'}
1318,{'title': '“The main driver behind my writing has always been learning” nan'}
1319,{'title': 'The 5 Dimensions of Productivity All Engineering Managers Should\xa0Know Take your development team’s…'}
1320,{'title': 'Unlock the Power of Causal Inference and Front-door Adjustment: An In-Depth Guide for Data Scientists nan'}
1321,{'title': 'The Values of Actions in Reinforcement Learning using Q-learning The Q-learning algorithm implemented…'}
1322,{'title': 'Write DRY data models with partials and\xa0Pydantic Build clean nested data models for use in\xa0data…'}
1323,{'title': 'Anomaly Detection using Sigma Rules (Part 3) Temporal Correlation Using Bloom\xa0Filters nan'}
1324,{'title': 'A love letter to Figma (and all my\xa0exes) A trip down memory lane for seasoned UX designers. A\xa0lesson…'}
1325,{'title': 'Another death knell for accessibility on\xa0Twitter A case study of how Twitter’s proposed API\xa0changes…'}
1326,{'title': 'From foe to friend: the many ways AI is transforming products nan'}
1327,"{'title': 'The ethical implications of AI in\xa0design It’s time to talk ethics, chatGPT, Midjourney &\xa0more.'}"
1328,{'title': 'The Ethics of Persuading People with\xa0ChatGPT The real power of language models like ChatGPT is\xa0not…'}
1329,{'title': 'Impetus of imagination How imagination can become the driving force for a better\xa0tomorrow'}
1330,{'title': 'There’s Been a Major Change to US Inflation That Will (Likely) Pump the\xa0Markets Most don’t understand…'}
1331,{'title': 'Steal These Mindset Strategies the Wealthy Use to Stay 10 Steps Ahead of Everyone\xa0Else nan'}
1332,{'title': '3 Real-Life Examples of Successful Storytelling in Copywriting And what we can learn from\xa0them'}
1333,{'title': '7 Reasons I Am Happy Being a Small\xa0Creator journey >>>> destination'}
1334,"{'title': '<strong class=""markup--strong markup--h3-strong"">Five Things My Debut Book Launch Taught\xa0Me</strong> <em class=""markup--em markup--h4-em"">Publishing with a small, independent press has its ups\xa0and</em>'}"
1335,{'title': 'Unlock Endless Attractive and Unique Content Ideas by Turning Your Life Into a\xa0Lab nan'}
1336,"{'title': 'How Will History Remember Your\xa0Writing? This Week In Writing, we talk about the magic found in\xa0old…'}"
1337,{'title': 'My Zeal for Basketball How It’s Helped My\xa0Writing'}
1338,{'title': 'Your Book Needs a Happily Ever\xa0After At least if you’re going to write a romance novel\u200a—\u200athen a\xa0true…'}
1339,{'title': 'Write Readable Tests for Your Machine Learning Models with\xa0Behave Use natural language to test\xa0the…'}
1340,{'title': 'Outlier Detection Using Principal Component Analysis and Hotelling’s T2 and SPE/DmodX Methods nan'}
1341,{'title': 'Case Study: Applying a Data Science Process Model to a Real-World Scenario Development of a\xa0machine…'}
1342,{'title': 'How to Solve the Protein Folding Problem: AlphaFold2 A deeper look at AlphaFold2 and its neural architecture'}
1343,{'title': 'A Complete Tutorial on Off-Policy Evaluation for Recommender Systems How to reduce the offline-online…'}
1344,"{'title': 'ChatGPT describes, Midjourney draws An AI experiment with surprising results'}"
1345,{'title': 'Using AI in UX research: a structured and ethical\xa0approach A structured approach for assessing the…'}
1346,{'title': 'A UI design critique of the AI tools in Microsoft Designer Microsoft’s new design tool emphasises generative AI. How good is its\xa0UI?'}
1347,{'title': '4 women who made modern design more life-centred nan'}
1348,{'title': 'This Guy Made Over $50 Million Selling the Same App\xa0Twice You don’t need a new idea when you know\xa0the…'}
1349,{'title': 'Notion is The Most Powerful Tool in The World Right Now\u200a—\u200aHere’s\xa0Why You’ll know how to use\xa0hidden…'}
1350,{'title': 'How I Write A Week’s Worth of Tweets Before\xa0Work How to batch write tweets to your advantage'}
1351,"{'title': 'How to Be Found on Search Engines\u200a—\u200aFor Content\xa0Creators From an SEO expert, website owner, and\xa0top…'}"
1352,{'title': 'Take Your Writing to the Next Level With These 8 User-Friendly Free\xa0Tools These free writing tools will help you create content that stands out in the\xa0crowd.'}
1353,"{'title': 'Should Writers Use Semicolons? Have writing rules changed? Or is punctuation like mini skirts,\xa0some…'}"
1354,{'title': 'Embracing the\xa0Chaos Or the confessions and lessons of a hot mess\xa0writer'}
1355,{'title': 'How Technology Drives the Evolution of the English\xa0Language The English language…'}
1356,{'title': 'Microsoft vs Google: Will Language Models Overtake Search\xa0Engines? nan'}
1357,{'title': 'Advances in Deep Learning for Time Series Forecasting and Classification: Winter 2023\xa0Edition nan'}
1358,"{'title': 'Bayesian AB\xa0Testing <em class=""markup--em markup--h4-em"">Using and choosing priors in randomized</em>'}"
1359,{'title': 'Make Your Tables Look\xa0Glorious Simple formatting tricks to make your pandas DataFrames…'}
1360,{'title': 'How To Correctly Perform Cross-Validation For Time\xa0Series Avoid the common pitfalls in applying…'}
1361,{'title': 'Data Storytelling 101: Essential Strategies for Data Scientists and AI Practitioners nan'}
1362,{'title': 'Hacking Statistical Significance: Hypothesis Testing with ML Approaches Test Statistical Significance…'}
1363,{'title': 'Gaussian Mixture Model Clearly Explained The only guide you need to learn everything about\xa0GMM'}
1364,"{'title': '<strong class=""markup--strong markup--h3-strong"">Causal Effects via Regression</strong> 3 Popular Techniques With Python Example\xa0Code'}"
1365,"{'title': 'Optimization, Newton’s Method, & Profit Maximization: Part 1\u200a—\u200aBasic Optimization Theory nan'}"
1366,{'title': 'Thread Your Python Program with Two Lines of\xa0Code Speed up your program by doing multiple\xa0things…'}
1367,{'title': 'Deep Understanding of Simple Linear Regression Linear Regression from Scratch: Detailed Explanation'}
1368,"{'title': 'Applied Reinforcement Learning IV: Implementation of\xa0DQN Implementation of the DQN algorithm, and…'}"
1369,{'title': '7 Scikit-Learn Best Practices For Data Scientists Tips for taking full advantage of this\xa0machine…'}
1370,{'title': 'Feature Encoding Techniques in Machine Learning with Python Implementation 6 feature encoding…'}
1371,"{'title': '<strong class=""markup--strong markup--h3-strong"">Is Feature Engineering Dead?</strong> <strong class=""markup--strong markup--h4-strong"">Assessing the role of feature engineering in modern data\xa0science</strong>'}"
1372,{'title': 'Using SHAP to Debug a PyTorch Image Regression Model Using DeepShap to understand and improve\xa0the…'}
